Date,Open,High,Low,Close,Adj Close,Volume
2002-04-30,5007.240234,5041.200195,4929.350098,5041.200195,5041.200195,72839900
2002-05-01,null,null,null,null,null,null
2002-05-02,5043.009766,5066.970215,4952.160156,4964.560059,4964.560059,95238200
2002-05-03,4958.779785,5021.740234,4872.189941,4882.770020,4882.770020,103135200
2002-05-06,4884.029785,4926.779785,4876.580078,4880.669922,4880.669922,44999300
2002-05-07,4875.350098,4892.430176,4773.490234,4872.410156,4872.410156,87496400
2002-05-08,4878.740234,5028.589844,4878.740234,5028.589844,5028.589844,81396000
2002-05-09,5023.979980,5026.089844,4952.410156,4966.479980,4966.479980,38969100
2002-05-10,4961.029785,4964.140137,4849.089844,4871.700195,4871.700195,67550900
2002-05-13,4861.149902,4988.399902,4832.859863,4975.479980,4975.479980,61108800
2002-05-14,4981.879883,5068.419922,4956.009766,5049.080078,5049.080078,80237600
2002-05-15,5062.100098,5085.209961,5001.419922,5072.390137,5072.390137,84575000
2002-05-16,5066.830078,5101.120117,5032.080078,5047.450195,5047.450195,66642700
2002-05-17,5057.959961,5126.330078,5021.910156,5036.410156,5036.410156,85692100
2002-05-20,5046.169922,5059.419922,4984.540039,4998.990234,4998.990234,28653600
2002-05-21,4993.430176,5057.819824,4948.049805,4984.609863,4984.609863,63865600
2002-05-22,4971.310059,4996.569824,4889.330078,4919.500000,4919.500000,91559100
2002-05-23,4925.049805,4952.140137,4859.540039,4879.500000,4879.500000,88236300
2002-05-24,4890.459961,4937.479980,4880.549805,4899.129883,4899.129883,60757200
2002-05-27,4896.839844,4972.209961,4896.839844,4961.540039,4961.540039,40874600
2002-05-28,4969.350098,5016.109863,4892.750000,4918.580078,4918.580078,67811200
2002-05-29,4914.540039,4914.540039,4855.250000,4881.799805,4881.799805,66383900
2002-05-30,4873.600098,4873.600098,4741.950195,4761.959961,4761.959961,62478900
2002-05-31,4765.919922,4859.009766,4765.919922,4818.299805,4818.299805,77926300
2002-06-03,4818.069824,4850.379883,4725.879883,4747.950195,4747.950195,43593300
2002-06-04,4731.240234,4731.240234,4580.919922,4625.790039,4625.790039,75624100
2002-06-05,4632.490234,4685.069824,4602.149902,4624.310059,4624.310059,55711000
2002-06-06,4634.220215,4716.350098,4617.430176,4657.520020,4657.520020,70741000
2002-06-07,4630.430176,4630.430176,4513.000000,4610.180176,4610.180176,81122200
2002-06-10,4617.189941,4659.220215,4544.770020,4589.259766,4589.259766,52906600
2002-06-11,4587.100098,4686.129883,4555.169922,4606.089844,4606.089844,69696200
2002-06-12,4599.060059,4599.060059,4480.990234,4510.189941,4510.189941,73837600
2002-06-13,4517.439941,4584.569824,4441.649902,4470.140137,4470.140137,79084500
2002-06-14,4464.930176,4464.930176,4252.859863,4303.850098,4303.850098,115010200
2002-06-17,4317.839844,4483.290039,4317.839844,4475.100098,4475.100098,73492700
2002-06-18,4481.020020,4503.799805,4398.729980,4433.850098,4433.850098,69107600
2002-06-19,4423.830078,4423.830078,4321.899902,4354.819824,4354.819824,85097400
2002-06-20,4352.310059,4371.000000,4199.850098,4245.680176,4245.680176,103966800
2002-06-21,4244.240234,4312.120117,4153.310059,4232.399902,4232.399902,300672400
2002-06-24,4233.870117,4297.979980,4045.520020,4127.209961,4127.209961,115012200
2002-06-25,4129.459961,4260.089844,4129.459961,4202.970215,4202.970215,90411100
2002-06-26,4187.120117,4187.120117,3946.699951,4099.049805,4099.049805,132069700
2002-06-27,4103.620117,4259.430176,4103.620117,4259.430176,4259.430176,96721800
2002-06-28,4275.290039,4388.270020,4275.290039,4382.560059,4382.560059,94511900
2002-07-01,4377.100098,4443.689941,4318.229980,4366.810059,4366.810059,83944700
2002-07-02,4359.169922,4359.169922,4163.799805,4195.950195,4195.950195,94217500
2002-07-03,4202.290039,4252.490234,4101.580078,4138.149902,4138.149902,98756700
2002-07-04,4140.430176,4258.620117,4140.430176,4258.620117,4258.620117,61332400
2002-07-05,4268.229980,4483.029785,4268.229980,4483.029785,4483.029785,103296700
2002-07-08,4475.890137,4476.149902,4393.279785,4442.330078,4442.330078,76744100
2002-07-09,4445.930176,4480.490234,4341.850098,4369.759766,4369.759766,111649600
2002-07-10,4352.770020,4354.229980,4188.640137,4190.220215,4190.220215,106869600
2002-07-11,4179.790039,4179.790039,4039.229980,4118.500000,4118.500000,121910200
2002-07-12,4121.020020,4249.770020,4075.250000,4130.799805,4130.799805,101938600
2002-07-15,4124.529785,4142.649902,3912.510010,3912.510010,3912.510010,99061200
2002-07-16,3913.120117,4052.060059,3825.540039,3977.750000,3977.750000,129373700
2002-07-17,3978.969971,4105.689941,3899.510010,4092.820068,4092.820068,121006600
2002-07-18,4095.439941,4152.450195,4031.909912,4100.750000,4100.750000,117245900
2002-07-19,4092.959961,4092.959961,3875.840088,3891.879883,3891.879883,100355700
2002-07-22,3888.110107,3888.110107,3638.510010,3691.429932,3691.429932,105387300
2002-07-23,3711.300049,3810.510010,3512.459961,3515.830078,3515.830078,110992100
2002-07-24,3515.570068,3641.070068,3265.959961,3632.659912,3632.659912,168905300
2002-07-25,3632.899902,3726.580078,3472.840088,3520.459961,3520.459961,135554600
2002-07-26,3526.290039,3581.989990,3368.290039,3579.000000,3579.000000,101447800
2002-07-29,3584.510010,3859.780029,3584.510010,3859.780029,3859.780029,86852100
2002-07-30,3852.929932,3878.939941,3741.790039,3878.939941,3878.939941,89356000
2002-07-31,3876.800049,3945.379883,3700.139893,3700.139893,3700.139893,114015500
2002-08-01,3699.310059,3806.969971,3545.280029,3606.449951,3606.449951,101146100
2002-08-02,3601.709961,3624.229980,3496.489990,3532.489990,3532.489990,91842600
2002-08-05,3533.300049,3536.050049,3327.959961,3332.649902,3332.649902,81125300
2002-08-06,3319.770020,3601.570068,3235.379883,3568.639893,3568.639893,110350800
2002-08-07,3570.110107,3632.469971,3440.570068,3465.540039,3465.540039,99977200
2002-08-08,3473.479980,3679.260010,3473.479980,3679.260010,3679.260010,101441900
2002-08-09,3682.739990,3760.860107,3607.530029,3760.860107,3760.860107,87582300
2002-08-12,3750.260010,3750.260010,3639.459961,3647.129883,3647.129883,48798800
2002-08-13,3660.399902,3703.550049,3553.120117,3683.209961,3683.209961,65227000
2002-08-14,3677.540039,3677.540039,3542.060059,3589.919922,3589.919922,76039700
2002-08-15,3591.479980,3722.929932,3591.479980,3665.739990,3665.739990,84062200
2002-08-16,3665.669922,3703.870117,3576.010010,3684.689941,3684.689941,72275300
2002-08-19,3681.669922,3846.719971,3628.459961,3837.669922,3837.669922,72332400
2002-08-20,3842.409912,3868.860107,3765.080078,3768.510010,3768.510010,76285700
2002-08-21,3770.750000,3903.750000,3770.750000,3868.169922,3868.169922,98467200
2002-08-22,3873.550049,3930.959961,3855.939941,3906.550049,3906.550049,78521000
2002-08-23,3911.219971,3924.300049,3815.280029,3828.260010,3828.260010,57143600
2002-08-26,3830.080078,3899.600098,3749.929932,3783.840088,3783.840088,42885100
2002-08-27,3791.429932,3900.110107,3770.659912,3851.340088,3851.340088,65300100
2002-08-28,3836.080078,3836.080078,3682.310059,3682.840088,3682.840088,73710100
2002-08-29,3681.290039,3697.540039,3580.909912,3660.949951,3660.949951,76712700
2002-08-30,3658.669922,3720.500000,3603.040039,3712.939941,3712.939941,58323000
2002-09-02,3698.689941,3698.689941,3602.370117,3609.409912,3609.409912,38914500
2002-09-03,3609.030029,3609.030029,3398.989990,3398.989990,3398.989990,102557500
2002-09-04,3396.800049,3463.050049,3348.629883,3425.899902,3425.899902,93337300
2002-09-05,3429.479980,3466.679932,3301.810059,3354.709961,3354.709961,96956500
2002-09-06,3361.669922,3486.510010,3352.100098,3485.679932,3485.679932,74765300
2002-09-09,3480.570068,3480.570068,3383.679932,3429.219971,3429.219971,50640400
2002-09-10,3437.110107,3515.520020,3437.110107,3494.689941,3494.689941,56994300
2002-09-11,3507.500000,3615.590088,3467.219971,3584.689941,3584.689941,61862500
2002-09-12,3573.219971,3573.219971,3421.870117,3421.870117,3421.870117,72220800
2002-09-13,3406.580078,3406.580078,3275.280029,3361.280029,3361.280029,90679200
2002-09-16,3359.330078,3378.110107,3288.219971,3319.050049,3319.050049,54050800
2002-09-17,3321.760010,3445.590088,3243.810059,3289.129883,3289.129883,80254700
2002-09-18,3277.409912,3277.409912,3111.010010,3124.919922,3124.919922,103192000
2002-09-19,3136.330078,3162.070068,3007.469971,3007.469971,3007.469971,101348000
2002-09-20,3001.879883,3093.219971,2956.560059,3065.729980,3065.729980,227992400
2002-09-23,3063.439941,3106.090088,2890.300049,2914.250000,2914.250000,87544600
2002-09-24,2913.159912,2959.489990,2774.360107,2873.209961,2873.209961,116975400
2002-09-25,2872.979980,2979.600098,2806.830078,2962.500000,2962.500000,115506300
2002-09-26,2963.120117,3058.870117,2932.850098,3020.600098,3020.600098,115895200
2002-09-27,3020.709961,3050.770020,2888.449951,2918.899902,2918.899902,71757500
2002-09-30,2906.600098,2906.600098,2719.489990,2769.030029,2769.030029,105816300
2002-10-01,2772.959961,2894.929932,2729.570068,2865.229980,2865.229980,99112700
2002-10-02,2866.260010,2974.340088,2817.360107,2926.739990,2926.739990,107572400
2002-10-03,2923.550049,2939.689941,2809.840088,2813.300049,2813.300049,69527300
2002-10-04,2812.149902,2847.419922,2677.610107,2714.620117,2714.620117,86043000
2002-10-07,2710.330078,2710.330078,2621.860107,2667.389893,2667.389893,87430000
2002-10-08,2679.020020,2723.370117,2542.649902,2622.090088,2622.090088,97883900
2002-10-09,2617.540039,2620.000000,2519.300049,2597.879883,2597.879883,107782000
2002-10-10,2593.260010,2733.189941,2548.399902,2733.189941,2733.189941,116500200
2002-10-11,2731.840088,2930.739990,2714.409912,2930.739990,2930.739990,135464100
2002-10-14,2928.629883,2928.629883,2793.929932,2850.110107,2850.110107,79204400
2002-10-15,2856.580078,3048.270020,2856.580078,3048.270020,3048.270020,122488600
2002-10-16,3038.179932,3106.290039,2966.439941,3008.929932,3008.929932,115640200
2002-10-17,3021.739990,3187.270020,3018.090088,3172.459961,3172.459961,118855400
2002-10-18,3172.340088,3226.250000,3083.459961,3163.669922,3163.669922,107921600
2002-10-21,3151.939941,3282.669922,3096.120117,3282.669922,3282.669922,69383300
2002-10-22,3269.800049,3299.010010,3141.600098,3155.969971,3155.969971,94149300
2002-10-23,3164.580078,3232.979980,2983.639893,3015.419922,3015.419922,110268200
2002-10-24,3027.360107,3129.570068,3020.050049,3090.010010,3090.010010,103431300
2002-10-25,3089.709961,3119.709961,3018.739990,3102.010010,3102.010010,89052300
2002-10-28,3105.290039,3235.659912,3105.290039,3198.959961,3198.959961,79952400
2002-10-29,3188.719971,3188.719971,3010.739990,3022.010010,3022.010010,97577200
2002-10-30,3024.899902,3140.389893,2999.600098,3113.590088,3113.590088,87747100
2002-10-31,3115.760010,3216.270020,3086.620117,3152.850098,3152.850098,101203400
2002-11-01,3152.189941,3174.010010,3056.219971,3165.159912,3165.159912,66650200
2002-11-04,3167.489990,3330.939941,3167.489990,3327.939941,3327.939941,89082800
2002-11-05,3318.169922,3395.530029,3268.129883,3351.320068,3351.320068,84102900
2002-11-06,3356.060059,3443.489990,3280.899902,3298.840088,3298.840088,115004300
2002-11-07,3298.510010,3334.510010,3130.439941,3155.659912,3155.659912,107431200
2002-11-08,3157.909912,3174.389893,3072.810059,3079.100098,3079.100098,94702300
2002-11-11,3076.250000,3076.250000,3005.429932,3042.060059,3042.060059,69092700
2002-11-12,3040.139893,3129.659912,3024.969971,3115.879883,3115.879883,94912700
2002-11-13,3096.699951,3121.320068,2987.850098,3066.419922,3066.419922,93476800
2002-11-14,3063.300049,3191.669922,3035.719971,3188.389893,3188.389893,99614000
2002-11-15,3195.989990,3232.070068,3151.610107,3191.760010,3191.760010,88536500
2002-11-18,3195.969971,3262.080078,3185.060059,3218.360107,3218.360107,70292100
2002-11-19,3205.760010,3221.979980,3144.780029,3206.929932,3206.929932,65584300
2002-11-20,3210.219971,3224.780029,3117.020020,3212.989990,3212.989990,76782600
2002-11-21,3216.540039,3304.830078,3216.540039,3304.629883,3304.629883,106570700
2002-11-22,3302.679932,3337.340088,3278.000000,3320.879883,3320.879883,87634600
2002-11-25,3322.780029,3365.590088,3278.590088,3299.239990,3299.239990,66461600
2002-11-26,3299.610107,3333.530029,3183.300049,3191.629883,3191.629883,86655400
2002-11-27,3184.469971,3346.139893,3148.939941,3346.139893,3346.139893,86820200
2002-11-28,3342.580078,3376.989990,3305.439941,3360.760010,3360.760010,72069700
2002-11-29,3361.060059,3403.399902,3320.320068,3320.320068,3320.320068,89171000
2002-12-02,3332.729980,3476.830078,3332.729980,3380.199951,3380.199951,116800000
2002-12-03,3389.129883,3410.949951,3278.629883,3280.489990,3280.489990,93041900
2002-12-04,3275.800049,3331.139893,3235.580078,3320.750000,3320.750000,89696800
2002-12-05,3327.750000,3386.270020,3189.120117,3224.739990,3224.739990,124269600
2002-12-06,3221.679932,3245.760010,3108.760010,3207.530029,3207.530029,106535600
2002-12-09,3206.360107,3223.419922,3065.570068,3065.570068,3065.570068,71056500
2002-12-10,3062.870117,3173.959961,3062.870117,3167.989990,3167.989990,78293100
2002-12-11,3166.459961,3212.620117,3134.370117,3196.050049,3196.050049,74010000
2002-12-12,3193.590088,3208.590088,3098.260010,3111.879883,3111.879883,80070300
2002-12-13,3110.790039,3122.530029,3034.120117,3077.060059,3077.060059,85124100
2002-12-16,3074.510010,3205.290039,3029.739990,3205.290039,3205.290039,77975500
2002-12-17,3209.649902,3222.399902,3136.090088,3139.969971,3139.969971,70698600
2002-12-18,3136.040039,3136.040039,3022.689941,3022.689941,3022.689941,96050800
2002-12-19,3031.979980,3099.320068,2925.870117,2961.409912,2961.409912,114623400
2002-12-20,2970.280029,3039.120117,2948.560059,3024.219971,3024.219971,162892700
2002-12-23,3022.310059,3048.290039,2961.780029,3000.840088,3000.840088,41508500
2002-12-24,null,null,null,null,null,null
2002-12-25,null,null,null,null,null,null
2002-12-26,null,null,null,null,null,null
2002-12-27,2996.669922,2996.669922,2840.000000,2840.000000,2840.000000,32757100
2002-12-30,2838.870117,2900.949951,2836.010010,2892.629883,2892.629883,29283900
2002-12-31,null,null,null,null,null,null
2003-01-01,null,null,null,null,null,null
2003-01-02,2898.679932,3105.040039,2898.679932,3105.040039,3105.040039,70826100
2003-01-03,3098.889893,3124.860107,3070.030029,3092.939941,3092.939941,76310500
2003-01-06,3101.169922,3157.250000,3033.770020,3157.250000,3157.250000,81943500
2003-01-07,3156.560059,3156.560059,3069.110107,3112.770020,3112.770020,83466400
2003-01-08,3108.020020,3108.020020,2993.000000,2993.000000,2993.000000,87311000
2003-01-09,3000.239990,3043.639893,2932.929932,3037.679932,3037.679932,104655200
2003-01-10,3037.800049,3093.780029,2986.750000,3037.330078,3037.330078,112102800
2003-01-13,3039.909912,3127.120117,3039.909912,3060.649902,3060.649902,89340500
2003-01-14,3063.489990,3141.330078,3055.290039,3098.719971,3098.719971,109225600
2003-01-15,3107.610107,3145.659912,3036.939941,3049.399902,3049.399902,94204000
2003-01-16,3047.239990,3080.270020,3023.320068,3054.110107,3054.110107,81456100
2003-01-17,3047.110107,3047.110107,2918.260010,2918.820068,2918.820068,107425400
2003-01-20,2927.580078,2966.780029,2892.929932,2893.550049,2893.550049,63749500
2003-01-21,2900.879883,2955.750000,2860.340088,2870.570068,2870.570068,100490200
2003-01-22,2866.350098,2897.479980,2765.560059,2803.250000,2803.250000,125369400
2003-01-23,2804.129883,2862.590088,2776.719971,2811.219971,2811.219971,114245700
2003-01-24,2813.129883,2827.429932,2714.889893,2717.820068,2717.820068,98877800
2003-01-27,2716.419922,2728.280029,2615.669922,2643.800049,2643.800049,127433000
2003-01-28,2649.959961,2705.219971,2616.040039,2671.360107,2671.360107,110596000
2003-01-29,2667.689941,2743.100098,2563.919922,2706.570068,2706.570068,136367100
2003-01-30,2711.840088,2742.919922,2665.520020,2693.780029,2693.780029,115937300
2003-01-31,2687.719971,2753.260010,2622.409912,2747.830078,2747.830078,106047400
2003-02-03,2750.399902,2802.929932,2735.580078,2751.989990,2751.989990,73695500
2003-02-04,2750.040039,2750.040039,2618.139893,2632.979980,2632.979980,93671300
2003-02-05,2626.850098,2738.110107,2584.879883,2725.879883,2725.879883,104109600
2003-02-06,2714.120117,2720.179932,2617.659912,2649.000000,2649.000000,98302900
2003-02-07,2649.020020,2671.699951,2561.729980,2569.340088,2569.340088,105234000
2003-02-10,2573.260010,2593.000000,2528.899902,2586.090088,2586.090088,83134900
2003-02-11,2593.149902,2664.159912,2584.679932,2627.000000,2627.000000,80598900
2003-02-12,2621.449951,2621.449951,2565.020020,2571.250000,2571.250000,92549600
2003-02-13,2566.949951,2599.439941,2535.040039,2555.270020,2555.270020,88841500
2003-02-14,2558.250000,2711.590088,2558.250000,2674.459961,2674.459961,102075600
2003-02-17,2683.479980,2722.300049,2679.949951,2708.969971,2708.969971,59239000
2003-02-18,2707.570068,2750.080078,2673.909912,2740.139893,2740.139893,86586500
2003-02-19,2734.810059,2734.810059,2616.909912,2624.649902,2624.649902,183765400
2003-02-20,2631.479980,2669.489990,2575.949951,2591.260010,2591.260010,139339300
2003-02-21,2591.679932,2648.870117,2565.139893,2648.870117,2648.870117,121297400
2003-02-24,2648.489990,2648.550049,2571.350098,2571.350098,2571.350098,73568800
2003-02-25,2563.370117,2563.370117,2448.979980,2485.500000,2485.500000,143902600
2003-02-26,2488.919922,2518.850098,2433.149902,2450.199951,2450.199951,119300300
2003-02-27,2453.340088,2513.409912,2435.639893,2513.219971,2513.219971,122746800
2003-02-28,2508.889893,2581.479980,2480.719971,2547.050049,2547.050049,93380400
2003-03-03,2553.739990,2600.760010,2535.300049,2549.649902,2549.649902,73924000
2003-03-04,2541.810059,2541.810059,2477.060059,2501.030029,2501.030029,101799200
2003-03-05,2495.459961,2540.060059,2456.399902,2498.020020,2498.020020,84794300
2003-03-06,2500.639893,2531.629883,2433.320068,2437.510010,2437.510010,81831500
2003-03-07,2433.719971,2467.570068,2393.590088,2431.659912,2431.659912,99073800
